nitrogen,fosfor,kalium,plant_age,fase,soil_moisture,recommendation
93,98,47,55,1,80.24,3
88,61,138,55,1,83.05,2
96,81,91,55,1,24.49,0
105,100,117,55,1,65.14,0
98,83,101,55,1,38.85,0
100,56,94,55,1,90.0,2
97,43,59,55,1,56.86,6
95,95,139,55,1,90.0,0
77,93,59,55,1,79.06,3
119,44,122,55,1,80.54,2
86,95,135,55,1,10.0,0
113,62,55,55,1,69.77,3
110,94,125,55,1,16.08,0
73,90,89,55,1,57.93,0
90,64,59,55,1,13.79,3
79,43,102,55,1,33.72,2
80,106,60,55,1,90.0,0
106,72,75,55,1,88.85,0
72,103,89,55,1,90.0,0
109,60,50,55,1,90.0,3
104,53,79,55,1,77.98,2
101,76,52,55,1,21.44,3
111,60,53,55,1,26.64,3
70,97,60,55,1,75.54,0
105,74,102,55,1,60.97,0
114,43,99,55,1,14.05,2
105,100,90,55,1,90.0,0
80,93,102,55,1,43.52,0
87,97,109,55,1,88.51,0
83,41,124,55,1,10.0,2
94,81,99,55,1,55.84,0
94,59,133,55,1,10.0,2
77,87,85,55,1,84.71,0
98,102,110,55,1,10.0,0
88,83,98,55,1,90.0,0
60,97,129,55,1,90.0,1
118,51,76,55,1,17.68,2
117,85,85,55,1,22.34,0
104,60,107,55,1,75.22,2
111,69,61,55,1,75.33,0
99,82,110,55,1,52.74,0
75,90,110,55,1,10.0,0
95,51,132,55,1,37.42,2
71,58,81,55,1,16.75,0
82,58,78,55,1,13.29,0
116,59,48,55,1,86.57,3
73,104,124,55,1,42.12,0
101,50,56,55,1,10.0,3
97,55,40,62,2,90.0,3
115,75,79,62,2,55.65,3
68,59,109,62,2,23.52,0
61,62,126,62,2,10.0,0
99,103,118,62,2,88.04,0
98,53,78,62,2,59.57,3
85,52,52,62,2,24.71,3
92,107,119,62,2,40.6,0
77,41,100,62,2,12.13,2
81,108,87,62,2,89.8,3
104,40,126,62,2,45.75,2
62,58,43,62,2,39.09,3
72,68,94,62,2,18.58,0
96,68,103,62,2,15.44,0
72,56,58,62,2,52.59,3
60,46,81,62,2,39.57,2
63,83,51,62,2,90.0,3
96,76,50,62,2,31.1,3
113,48,57,62,2,90.0,6
118,48,118,62,2,35.3,2
117,85,97,62,2,49.42,3
61,90,123,62,2,10.0,1
100,84,132,62,2,83.71,0
67,76,128,62,2,61.63,0
68,67,98,62,2,14.27,0
88,65,125,62,2,48.6,0
96,108,42,62,2,18.54,3
93,96,84,62,2,49.26,3
65,69,47,62,2,31.76,3
89,70,109,62,2,11.85,0
66,77,112,62,2,90.0,0
89,105,95,62,2,11.91,3
81,78,85,62,2,82.12,3
100,54,138,62,2,24.47,0
74,78,52,62,2,43.42,3
114,53,70,62,2,66.72,3
94,77,106,62,2,10.0,0
104,79,122,62,2,15.86,0
107,51,57,62,2,71.46,3
92,73,96,62,2,79.74,0
87,99,111,62,2,64.11,0
72,100,75,62,2,66.8,3
91,87,52,62,2,84.04,3
75,79,82,62,2,10.0,3
71,63,102,62,2,11.24,0
119,40,60,62,2,12.52,6
104,42,41,62,2,54.44,6
109,83,47,62,2,21.04,3
109,46,94,62,2,63.97,2
92,52,119,62,2,13.94,0
61,95,69,62,2,10.0,3
74,87,108,62,2,46.18,0
101,107,52,62,2,52.39,3
93,66,111,62,2,46.74,0
87,87,111,62,2,76.2,0
119,102,91,62,2,90.0,3
81,56,52,62,2,61.32,3
119,52,108,62,2,21.6,0
93,96,50,62,2,31.83,3
102,84,103,62,2,15.91,0
102,56,99,62,2,54.86,0
97,98,135,62,2,87.59,0
61,72,53,62,2,47.74,3
79,97,128,62,2,90.0,0
71,106,127,62,2,56.92,0
64,47,84,62,2,79.87,2
69,80,50,62,2,15.58,3
87,96,125,62,2,87.12,0
75,74,46,62,2,52.54,3
61,46,124,62,2,61.5,2
95,87,84,62,2,15.46,3
60,96,44,62,2,43.84,3
76,47,135,62,2,52.51,2
68,86,135,62,2,40.39,0
77,91,132,62,2,76.8,0
98,57,56,62,2,47.87,3
80,56,105,62,2,65.01,0
119,72,136,62,2,89.12,0
110,62,106,62,2,20.85,0
60,61,69,62,2,63.93,0
83,85,114,62,2,72.12,0
105,58,64,62,2,90.0,3
77,56,48,62,2,90.0,3
109,81,87,62,2,74.83,3
68,103,134,62,2,67.06,1
69,108,65,62,2,30.09,3
87,103,49,62,2,63.16,3
69,78,112,62,2,20.35,0
110,50,107,62,2,41.29,0
110,47,82,62,2,64.95,6
98,70,53,62,2,84.27,3
91,92,71,62,2,90.0,3
67,90,86,62,2,61.7,0
70,106,61,62,2,59.34,3
105,52,40,62,2,63.62,3
66,69,107,62,2,19.76,0
66,99,98,62,2,90.0,0
119,59,110,62,2,88.52,0
97,64,116,62,2,76.66,0
111,101,128,62,2,48.63,0
78,60,93,62,2,27.41,0
103,100,55,62,2,10.0,3
105,96,44,62,2,73.3,3
109,81,96,62,2,87.23,3
91,73,49,62,2,49.09,3
85,70,69,62,2,70.05,3
108,51,69,62,2,10.0,3
97,65,66,62,2,90.0,3
74,62,44,62,2,80.92,3
97,93,67,62,2,24.65,3
108,100,69,62,2,61.37,3
84,97,56,62,2,43.78,3
63,40,54,62,2,18.46,6
102,109,44,62,2,33.32,3
103,77,113,62,2,39.65,0
118,80,118,62,2,31.82,0
90,82,51,62,2,90.0,3
68,94,63,62,2,90.0,3
76,42,128,62,2,39.25,2
81,80,61,62,2,63.22,3
66,108,105,62,2,10.0,0
64,97,72,62,2,17.94,3
90,81,116,62,2,10.0,0
83,94,40,62,2,81.97,3
109,76,135,62,2,37.53,0
114,68,76,62,2,90.0,3
117,92,67,62,2,26.49,3
61,49,44,62,2,90.0,6
110,43,100,62,2,32.6,2
100,78,94,62,2,78.78,3
67,56,78,62,2,40.89,0
69,56,90,62,2,72.41,0
99,71,74,62,2,90.0,3
110,97,107,62,2,31.45,3
105,83,123,62,2,55.14,0
68,83,93,62,2,27.58,0
88,41,101,62,2,90.0,2
76,89,123,62,2,46.99,0
80,109,44,62,2,90.0,3
64,89,129,62,2,85.63,1
95,99,125,62,2,21.56,0
119,45,139,62,2,77.14,2
118,42,76,62,2,90.0,6
100,42,133,62,2,85.83,2
101,57,58,62,2,85.87,3
75,71,41,62,2,15.62,3
106,48,99,62,2,41.01,2
95,78,66,62,2,20.77,3
93,41,69,62,2,74.29,6
72,100,64,62,2,37.37,3
74,63,94,62,2,10.11,0
110,55,106,62,2,46.61,0
94,92,89,62,2,12.93,3
63,99,131,62,2,78.21,1
65,83,90,62,2,10.0,0
91,77,133,62,2,90.0,0
83,109,115,62,2,23.89,0
110,88,94,62,2,79.84,3
100,72,40,62,2,88.33,3
72,50,112,62,2,44.1,0
60,91,131,62,2,68.31,1
86,86,48,62,2,77.76,3
83,74,78,62,2,56.1,3
74,104,92,62,2,10.0,3
85,54,120,62,2,36.74,0
75,68,53,62,2,72.15,3
68,68,96,62,2,10.0,0
87,103,75,62,2,72.09,3
95,67,67,62,2,28.04,3
83,65,63,62,2,73.68,3
71,92,87,62,2,22.57,3
103,89,55,62,2,35.61,3
65,40,90,62,2,42.73,2
62,83,101,62,2,54.12,0
112,63,48,62,2,75.73,3
77,64,121,62,2,39.06,0
96,42,120,62,2,12.57,2
99,93,64,62,2,90.0,3
67,53,95,62,2,26.74,0
93,100,54,62,2,12.01,3
91,43,120,62,2,38.32,2
88,79,112,62,2,74.17,0
71,47,99,62,2,64.86,2
119,86,127,62,2,25.12,0
115,62,61,62,2,63.33,3
103,44,114,62,2,90.0,2
112,74,73,62,2,89.46,3
88,103,96,62,2,71.48,3
87,47,136,62,2,60.69,2
83,91,77,62,2,63.58,3
92,62,119,62,2,19.36,0
107,89,89,62,2,77.85,3
80,75,116,62,2,58.98,0
95,108,90,62,2,18.58,3
118,108,121,62,2,20.66,3
92,65,115,62,2,79.49,0
63,108,76,62,2,63.6,3
72,49,96,62,2,84.38,2
115,69,66,62,2,90.0,3
93,75,130,62,2,44.59,0
98,94,81,62,2,68.06,3
99,67,62,62,2,48.64,3
119,41,110,62,2,41.21,2
88,62,60,62,2,39.39,3
111,102,98,62,2,10.0,3
77,96,51,62,2,76.55,3
85,73,80,62,2,10.19,3
118,57,105,62,2,90.0,0
86,78,102,62,2,90.0,0
87,100,65,62,2,89.14,3
62,93,112,62,2,35.64,1
118,69,108,62,2,46.98,0
79,103,98,62,2,83.8,0
92,83,45,62,2,85.22,3
85,109,106,62,2,47.06,0
87,90,92,62,2,10.0,3
72,81,127,62,2,81.74,0
107,84,116,62,2,74.1,0
103,94,98,62,2,87.95,3
64,100,124,62,2,40.54,1
65,44,96,62,2,10.0,2
114,66,101,62,2,76.21,0
110,69,80,62,2,52.77,3
80,75,102,62,2,10.0,0
87,108,115,62,2,29.18,0
63,70,63,62,2,47.18,3
60,101,40,62,2,36.07,3
94,88,130,62,2,26.92,0
106,100,129,62,2,27.15,0
109,54,76,62,2,51.51,3
69,49,86,62,2,71.86,2
95,60,97,62,2,79.39,0
97,55,69,62,2,10.0,3
61,106,61,62,2,90.0,3
105,59,50,62,2,66.3,3
93,62,120,62,2,31.0,0
86,40,129,62,2,40.0,2
72,108,41,62,2,56.69,3
84,77,91,62,2,89.59,0
83,97,82,62,2,86.06,3
93,62,49,62,2,30.35,3
90,97,110,62,2,51.64,0
68,83,93,62,2,66.05,0
99,100,110,62,2,62.53,0
91,75,51,62,2,57.14,3
64,67,105,62,2,31.7,0
103,60,111,62,2,39.91,0
74,83,124,62,2,90.0,0
119,81,139,62,2,84.26,0
71,101,79,62,2,90.0,3
89,94,42,62,2,90.0,3
89,94,75,62,2,22.4,3
77,60,41,62,2,14.9,3
101,42,51,62,2,58.39,6
64,63,56,62,2,10.0,3
62,74,134,62,2,13.64,1
72,98,87,62,2,13.96,3
66,40,56,62,2,63.29,6
73,51,122,62,2,10.0,0
111,40,115,62,2,25.11,2
106,105,99,62,2,64.64,3
74,47,129,62,2,11.12,2
67,97,64,62,2,90.0,3
105,99,102,62,2,42.85,3
111,60,65,62,2,47.99,3
82,99,130,62,2,90.0,0
100,98,57,62,2,13.76,3
103,88,81,62,2,71.84,3
66,76,126,62,2,62.37,0
66,97,54,62,2,52.49,3
62,72,108,62,2,18.31,0
115,83,59,62,2,40.51,3
76,93,115,62,2,43.61,0
84,109,135,62,2,63.77,0
62,61,45,62,2,72.04,3
83,46,88,65,2,52.2,2
91,62,107,65,2,74.44,0
102,53,137,65,2,66.06,0
70,108,70,65,2,55.97,3
113,79,42,65,2,15.65,3
65,84,95,65,2,10.0,0
90,60,94,65,2,17.03,0
69,109,95,65,2,47.44,3
110,51,64,65,2,28.85,3
114,45,54,65,2,66.49,6
105,73,41,65,2,54.09,3
70,81,94,65,2,10.0,0
104,78,92,65,2,64.51,3
108,62,60,65,2,82.71,3
86,44,61,65,2,52.8,6
61,77,111,65,2,34.75,0
94,103,62,65,2,87.36,3
100,46,129,65,2,87.8,2
62,69,44,65,2,69.64,3
111,71,120,65,2,10.0,0
60,76,79,65,2,32.54,0
79,99,62,65,2,77.82,3
103,75,84,65,2,39.66,3
100,86,80,65,2,33.98,3
61,93,105,65,2,47.7,0
106,40,112,65,2,24.06,2
69,65,82,65,2,90.0,0
79,75,48,65,2,80.9,3
104,106,95,65,2,10.0,3
66,108,111,65,2,50.23,1
112,82,103,65,2,90.0,3
70,61,68,65,2,69.19,3
93,55,44,65,2,90.0,3
82,55,124,65,2,42.06,0
92,50,139,65,2,10.0,0
72,92,94,65,2,40.99,0
62,89,111,65,2,39.0,0
67,67,81,65,2,67.24,0
67,89,117,65,2,76.31,0
68,80,101,65,2,49.19,0
111,64,96,65,2,10.02,0
63,78,59,65,2,90.0,3
109,65,72,65,2,43.04,3
60,74,113,65,2,57.16,0
78,47,134,65,2,37.89,2
76,58,77,65,2,16.0,0
78,48,117,65,2,55.1,2
60,81,134,65,2,78.24,1
87,102,105,65,2,62.35,0
80,103,116,65,2,84.96,0
118,51,44,65,2,90.0,3
70,71,129,65,2,62.42,0
105,46,67,65,2,37.43,6
112,80,49,65,2,73.73,3
63,91,112,65,2,10.0,0
97,58,101,65,2,31.11,0
79,89,139,65,2,31.37,0
79,99,64,65,2,30.83,3
78,89,137,65,2,90.0,0
108,94,49,65,2,18.7,3
65,49,108,65,2,10.0,2
110,83,57,65,2,90.0,3
62,107,106,65,2,40.18,1
81,97,61,65,2,32.35,3
