Timestamp,Suhu_Udara,Kelembapan_Udara,Kelembapan_Tanah,EC,N,P,K,Status_Pompa
2025-12-02 14:00:00,24.1,71.21,45.82,2.297,164.96,67.53,235.73,0
2025-12-02 15:00:00,23.24,67.93,45.11,2.384,165.37,67.54,237.42,0
2025-12-02 16:00:00,22.63,65.92,44.96,2.35,163.42,67.81,235.68,0
2025-12-02 17:00:00,22.71,65.84,56.56,2.355,160.94,67.11,237.81,1
2025-12-02 18:00:00,23.46,65.21,67.54,2.305,160.3,66.81,234.5,1
2025-12-02 19:00:00,21.53,68.55,67.3,2.32,161.43,66.99,233.29,0
2025-12-02 20:00:00,20.8,73.77,66.51,2.354,161.35,66.49,231.24,0
2025-12-02 21:00:00,19.81,78.71,65.96,2.451,163.25,66.43,233.73,0
2025-12-02 22:00:00,18.04,74.96,65.43,2.384,163.55,66.61,236.92,0
2025-12-02 23:00:00,18.19,74.86,65.04,2.291,163.62,67.84,235.7,0
2025-12-03 00:00:00,18.39,81.17,64.76,2.276,164.63,66.89,232.48,0
2025-12-03 01:00:00,18.08,87.04,64.61,2.241,164.83,67.12,230.17,0
2025-12-03 02:00:00,17.76,91.71,64.44,2.244,166.54,66.42,230.64,0
2025-12-03 03:00:00,18.33,90.9,64.24,2.279,167.47,66.98,230.93,0
2025-12-03 04:00:00,20.25,91.21,64.14,2.417,169.01,67.59,230.28,0
2025-12-03 05:00:00,19.84,85.5,63.56,2.381,170.14,68.93,228.45,0
2025-12-03 06:00:00,19.87,84.47,63.38,2.243,172.39,68.34,232.84,0
2025-12-03 07:00:00,20.95,81.47,63.61,2.233,173.58,68.28,231.4,0
2025-12-03 08:00:00,21.17,80.84,63.01,2.258,176.39,68.82,229.5,0
2025-12-03 09:00:00,24.39,82.13,62.6,2.203,174.96,69.2,232.64,0
2025-12-03 10:00:00,24.6,81.06,62.15,2.224,176.06,66.75,232.05,0
2025-12-03 11:00:00,24.09,75.02,61.85,2.238,173.13,65.99,233.48,0
2025-12-03 12:00:00,25.91,70.86,61.36,2.257,174.51,66.38,231.37,0
2025-12-03 13:00:00,24.94,66.56,61.04,2.308,174.23,66.06,232.82,0
2025-12-03 14:00:00,24.08,67.19,60.63,2.302,175.55,66.67,234.76,0
2025-12-03 15:00:00,24.67,66.88,60.26,2.335,178.15,67.47,231.98,0
2025-12-03 16:00:00,23.75,62.34,59.83,2.225,179.07,67.11,230.8,0
2025-12-03 17:00:00,23.34,68.68,58.97,2.172,177.76,67.5,228.75,0
2025-12-03 18:00:00,20.95,66.41,58.07,2.161,175.29,68.64,227.74,0
2025-12-03 19:00:00,20.43,71.38,57.76,2.11,175.85,69.36,232.11,0
2025-12-03 20:00:00,21.14,71.47,58.03,2.124,174.9,68.45,232.89,0
2025-12-03 21:00:00,20.44,74.9,57.78,2.116,175.7,68.09,237.87,0
2025-12-03 22:00:00,19.52,75.25,57.67,2.101,174.36,67.93,241.43,0
2025-12-03 23:00:00,19.52,78.99,56.88,2.168,172.31,66.91,243.94,0
2025-12-04 00:00:00,18.02,84.11,56.74,2.182,171.58,67.73,247.13,0
2025-12-04 01:00:00,17.85,84.45,56.56,2.126,172.22,66.97,249.42,0
2025-12-04 02:00:00,16.98,83.76,55.56,2.102,172.15,66.73,252.96,0
2025-12-04 03:00:00,17.56,87.9,55.45,2.161,170.4,67.56,253.42,0
2025-12-04 04:00:00,17.13,88.96,54.75,2.182,173.43,66.98,254.22,0
2025-12-04 05:00:00,19.02,91.06,54.33,2.262,172.84,66.53,254.9,0
2025-12-04 06:00:00,18.65,89.41,54.43,2.316,168.45,66.7,252.81,0
2025-12-04 07:00:00,21.76,84.62,54.28,2.291,169.99,66.19,254.03,0
2025-12-04 08:00:00,22.18,81.13,53.59,2.378,169.77,67.44,256.23,0
2025-12-04 09:00:00,21.33,79.28,52.88,2.464,169.28,66.46,253.66,0
2025-12-04 10:00:00,23.34,75.69,52.2,2.345,168.76,64.26,250.59,0
2025-12-04 11:00:00,25.41,75.42,51.68,2.344,168.28,64.95,248.43,0
2025-12-04 12:00:00,24.29,74.1,50.75,2.308,171.15,64.54,251.15,0
2025-12-04 13:00:00,23.8,72.32,50.53,2.292,171.74,63.73,249.75,0
2025-12-04 14:00:00,23.13,66.44,49.62,2.243,171.94,64.03,246.25,0
2025-12-04 15:00:00,22.8,65.09,48.55,2.191,171.19,64.34,243.09,0
2025-12-04 16:00:00,23.85,64.95,48.29,2.252,174.05,63.59,240.43,0
2025-12-04 17:00:00,22.45,61.54,47.6,2.186,175.21,64.61,238.38,0
2025-12-04 18:00:00,21.66,64.47,47.07,2.199,176.58,65.31,234.71,0
2025-12-04 19:00:00,20.7,69.14,47.07,2.125,176.62,66.98,236.24,0
2025-12-04 20:00:00,20.0,72.45,46.65,2.214,177.95,66.42,235.7,0
2025-12-04 21:00:00,18.39,75.38,46.49,2.222,178.14,66.43,237.0,0
2025-12-04 22:00:00,18.75,75.05,46.49,2.272,176.95,66.51,231.16,0
2025-12-04 23:00:00,16.97,78.62,46.78,2.286,177.14,66.08,234.03,0
2025-12-05 00:00:00,17.09,81.83,46.43,2.271,180.43,66.32,233.88,0
2025-12-05 01:00:00,18.21,83.83,46.09,2.277,180.18,66.62,235.18,0
2025-12-05 02:00:00,17.88,88.25,46.06,2.369,181.86,66.91,238.98,0
2025-12-05 03:00:00,18.45,84.35,45.92,2.311,183.33,66.47,239.7,0
2025-12-05 04:00:00,20.03,85.13,45.68,2.157,183.61,66.15,244.74,0
2025-12-05 05:00:00,19.21,86.88,45.96,2.12,185.84,65.51,239.56,0
2025-12-05 06:00:00,20.11,83.11,45.25,2.06,181.1,64.73,238.53,0
2025-12-05 07:00:00,20.81,80.03,44.63,2.135,177.15,64.59,233.85,0
2025-12-05 08:00:00,21.6,78.77,55.58,2.136,179.77,65.88,234.69,1
2025-12-05 09:00:00,22.04,79.24,67.39,2.197,178.02,67.6,234.9,1
2025-12-05 10:00:00,23.53,78.58,66.98,2.206,177.7,68.61,232.17,0
2025-12-05 11:00:00,24.28,75.78,66.0,2.213,180.34,68.0,237.75,0
2025-12-05 12:00:00,24.67,75.47,65.4,2.229,180.09,68.18,236.71,0
2025-12-05 13:00:00,24.55,69.48,64.82,2.323,182.52,66.16,231.11,0
2025-12-05 14:00:00,25.03,68.06,63.59,2.332,181.12,65.89,233.01,0
2025-12-05 15:00:00,24.05,65.75,63.08,2.397,181.59,65.43,234.85,0
2025-12-05 16:00:00,23.19,65.5,62.17,2.453,181.03,67.01,233.65,0
2025-12-05 17:00:00,22.1,71.58,61.83,2.432,183.07,67.09,235.69,0
2025-12-05 18:00:00,20.82,68.13,60.94,2.418,181.88,66.99,233.28,0
2025-12-05 19:00:00,22.02,70.09,60.81,2.388,179.47,66.78,232.33,0
2025-12-05 20:00:00,19.6,68.64,60.99,2.458,178.05,66.37,233.44,0
2025-12-05 21:00:00,18.6,75.18,61.09,2.391,176.76,66.72,235.83,0
2025-12-05 22:00:00,18.23,78.65,61.04,2.341,175.13,65.98,235.23,0
2025-12-05 23:00:00,17.77,82.62,60.81,2.322,173.48,66.36,234.01,0
2025-12-06 00:00:00,18.77,84.08,60.16,2.251,175.16,67.51,233.96,0
2025-12-06 01:00:00,17.27,84.46,59.83,2.219,177.29,67.45,228.89,0
2025-12-06 02:00:00,19.46,86.1,59.57,2.293,177.5,67.0,228.5,0
2025-12-06 03:00:00,18.01,87.44,59.28,2.333,175.84,66.79,223.87,0
2025-12-06 04:00:00,19.97,88.27,58.62,2.305,174.35,67.72,222.33,0
2025-12-06 05:00:00,19.88,90.79,58.55,2.353,170.25,67.68,219.4,0
2025-12-06 06:00:00,20.35,89.21,57.99,2.474,170.72,66.96,221.5,0
2025-12-06 07:00:00,22.1,86.66,58.26,2.481,169.26,67.54,220.35,0
2025-12-06 08:00:00,22.69,87.57,57.75,2.553,171.74,66.73,224.18,0
2025-12-06 09:00:00,23.19,73.21,57.48,2.587,168.99,66.38,220.1,0
2025-12-06 10:00:00,25.1,75.85,57.2,2.549,167.77,66.45,220.24,0
2025-12-06 11:00:00,23.68,74.12,57.26,2.543,167.48,65.59,221.19,0
2025-12-06 12:00:00,23.68,69.82,56.75,2.558,168.22,63.88,223.1,0
2025-12-06 13:00:00,24.03,66.9,56.07,2.495,171.34,64.23,229.08,0
2025-12-06 14:00:00,25.61,63.18,55.39,2.325,168.62,62.19,224.46,0
2025-12-06 15:00:00,25.05,65.6,55.27,2.273,167.93,61.35,223.09,0
2025-12-06 16:00:00,23.11,68.24,54.31,2.146,165.24,62.07,228.68,0
2025-12-06 17:00:00,21.1,68.31,53.5,2.111,166.65,62.44,226.7,0
2025-12-06 18:00:00,21.76,65.59,53.02,2.022,165.42,62.29,228.22,0
2025-12-06 19:00:00,20.29,69.77,52.78,2.094,165.22,61.47,226.2,0
2025-12-06 20:00:00,19.75,74.89,52.87,2.038,164.9,61.1,223.16,0
2025-12-06 21:00:00,18.51,70.35,52.26,2.089,165.11,61.65,221.71,0
2025-12-06 22:00:00,17.4,76.6,52.04,2.15,164.83,61.54,227.32,0
2025-12-06 23:00:00,19.29,80.56,51.79,2.202,163.09,60.44,224.79,0
2025-12-07 00:00:00,17.14,82.53,51.27,2.097,163.32,59.69,224.55,0
2025-12-07 01:00:00,18.49,86.9,51.33,2.178,161.95,59.37,224.44,0
2025-12-07 02:00:00,17.46,82.78,51.1,2.212,163.54,59.78,227.26,0
2025-12-07 03:00:00,17.18,85.11,50.86,2.267,163.7,59.94,230.47,0
2025-12-07 04:00:00,18.88,89.71,50.41,2.379,161.88,58.88,230.96,0
2025-12-07 05:00:00,18.98,83.37,50.1,2.421,166.34,60.19,223.19,0
2025-12-07 06:00:00,19.95,88.56,49.6,2.341,169.27,59.57,221.56,0
2025-12-07 07:00:00,21.1,85.9,49.66,2.378,173.5,60.04,219.24,0
2025-12-07 08:00:00,21.34,84.35,49.42,2.282,172.54,59.25,222.92,0
2025-12-07 09:00:00,21.62,78.67,49.37,2.28,170.74,61.57,221.22,0
2025-12-07 10:00:00,23.44,78.27,48.94,2.251,171.96,62.77,226.12,0
2025-12-07 11:00:00,24.71,71.22,48.27,2.255,173.68,62.05,227.58,0
2025-12-07 12:00:00,23.75,70.46,47.57,2.167,173.68,62.13,230.79,0
2025-12-07 13:00:00,24.61,69.31,47.15,2.093,169.55,61.2,236.64,0
2025-12-07 14:00:00,25.43,65.23,46.64,2.081,167.6,60.9,234.2,0
2025-12-07 15:00:00,23.97,66.92,46.02,2.083,168.26,61.32,230.19,0
2025-12-07 16:00:00,23.54,63.14,45.38,2.072,166.94,62.1,230.9,0
2025-12-07 17:00:00,22.79,67.05,45.18,2.175,164.4,60.98,233.49,0
2025-12-07 18:00:00,21.43,71.83,44.5,2.209,163.96,60.34,231.9,0
2025-12-07 19:00:00,20.3,66.08,56.7,2.239,158.16,61.23,232.15,1
2025-12-07 20:00:00,19.4,71.44,68.56,2.221,157.35,62.45,235.33,1
2025-12-07 21:00:00,19.51,70.11,68.25,2.143,156.89,61.74,238.11,0
2025-12-07 22:00:00,19.06,74.92,67.81,2.154,157.77,62.61,236.5,0
2025-12-07 23:00:00,18.53,81.6,67.57,2.272,159.05,61.48,237.1,0
2025-12-08 00:00:00,17.35,81.42,67.52,2.288,159.96,61.23,234.66,0
2025-12-08 01:00:00,18.27,86.63,67.2,2.355,161.78,60.22,231.05,0
2025-12-08 02:00:00,17.83,87.42,67.26,2.426,161.61,59.91,234.65,0
2025-12-08 03:00:00,18.02,87.46,66.93,2.451,159.12,61.69,229.33,0
2025-12-08 04:00:00,16.19,85.43,66.69,2.453,159.44,61.65,230.09,0
2025-12-08 05:00:00,18.68,89.34,66.11,2.383,158.08,61.41,229.41,0
2025-12-08 06:00:00,19.03,87.29,66.08,2.365,155.92,60.92,231.06,0
2025-12-08 07:00:00,21.44,80.96,65.79,2.339,157.32,60.68,229.55,0
2025-12-08 08:00:00,21.97,80.09,65.72,2.356,155.09,59.99,232.67,0
2025-12-08 09:00:00,22.0,72.92,65.38,2.267,156.71,60.17,232.23,0
2025-12-08 10:00:00,23.69,73.59,64.84,2.237,154.71,60.2,236.0,0
2025-12-08 11:00:00,23.03,73.37,64.65,2.266,154.6,59.84,236.5,0
2025-12-08 12:00:00,23.65,68.86,64.22,2.226,154.0,59.42,233.8,0
2025-12-08 13:00:00,24.0,67.14,63.95,2.176,156.49,59.66,235.21,0
2025-12-08 14:00:00,24.76,70.95,63.13,2.137,157.9,59.07,236.25,0
2025-12-08 15:00:00,25.01,68.95,62.7,2.132,156.7,58.94,235.92,0
2025-12-08 16:00:00,23.06,64.26,62.29,2.001,156.75,58.63,234.0,0
2025-12-08 17:00:00,23.68,68.36,61.27,1.978,159.47,56.74,236.2,0
2025-12-08 18:00:00,21.94,70.51,61.17,2.057,162.38,57.68,233.73,0
2025-12-08 19:00:00,21.17,70.77,60.62,2.094,160.02,56.16,231.64,0
2025-12-08 20:00:00,20.05,72.25,60.03,2.133,162.59,54.74,233.13,0
2025-12-08 21:00:00,19.11,76.9,58.98,2.035,164.92,55.76,232.7,0
2025-12-08 22:00:00,18.83,78.92,58.92,2.029,165.24,54.95,227.9,0
2025-12-08 23:00:00,18.49,76.81,58.22,2.041,165.07,53.3,225.85,0
2025-12-09 00:00:00,17.0,82.03,57.87,2.087,164.08,54.76,227.32,0
2025-12-09 01:00:00,17.37,83.4,57.92,2.169,161.86,54.4,227.03,0
2025-12-09 02:00:00,18.79,89.41,57.78,2.235,162.59,55.72,227.18,0
2025-12-09 03:00:00,18.09,86.17,57.39,2.204,162.38,55.09,228.22,0
2025-12-09 04:00:00,18.73,86.12,56.71,2.177,163.27,53.82,229.7,0
2025-12-09 05:00:00,20.07,90.19,56.48,2.271,164.17,53.77,230.26,0
2025-12-09 06:00:00,19.74,87.18,56.54,2.251,168.73,52.93,222.18,0
2025-12-09 07:00:00,20.98,90.06,56.55,2.19,170.74,53.57,222.68,0
2025-12-09 08:00:00,22.48,80.34,56.53,2.185,171.49,54.43,222.0,0
2025-12-09 09:00:00,23.62,78.55,55.77,2.274,167.38,55.49,222.73,0
2025-12-09 10:00:00,21.82,79.8,54.83,2.221,168.0,55.41,226.01,0
2025-12-09 11:00:00,23.52,70.96,54.36,2.201,170.72,56.85,223.78,0
2025-12-09 12:00:00,23.68,74.8,53.87,2.156,169.73,56.17,224.52,0
2025-12-09 13:00:00,24.41,66.2,53.3,2.224,173.48,56.46,226.23,0
2025-12-09 14:00:00,23.73,69.0,52.51,2.246,174.12,56.51,225.9,0
2025-12-09 15:00:00,24.5,61.77,51.15,2.306,174.29,58.45,223.08,0
2025-12-09 16:00:00,23.6,66.11,50.29,2.399,172.13,59.64,220.67,0
2025-12-09 17:00:00,23.37,62.95,49.9,2.302,174.55,59.74,221.3,0
2025-12-09 18:00:00,22.57,72.29,49.43,2.256,172.67,59.99,220.43,0
2025-12-09 19:00:00,21.48,66.54,49.52,2.233,171.35,61.43,216.34,0
2025-12-09 20:00:00,19.86,69.43,49.42,2.242,167.71,60.77,215.28,0
2025-12-09 21:00:00,19.32,75.49,49.44,2.276,169.22,58.98,213.01,0
2025-12-09 22:00:00,18.2,75.5,49.47,2.248,170.11,58.2,215.98,0
2025-12-09 23:00:00,17.01,81.6,49.28,2.21,169.92,57.94,213.22,0
2025-12-10 00:00:00,18.29,80.72,49.08,2.274,171.06,59.28,217.86,0
2025-12-10 01:00:00,17.44,82.81,48.01,2.309,171.98,60.3,224.12,0
2025-12-10 02:00:00,16.57,86.46,47.61,2.327,171.04,60.31,222.81,0
2025-12-10 03:00:00,18.34,84.58,47.23,2.196,169.38,60.78,221.89,0
2025-12-10 04:00:00,18.37,88.99,47.0,2.276,166.12,60.18,224.9,0
2025-12-10 05:00:00,17.81,89.82,46.52,2.289,165.76,62.11,228.12,0
2025-12-10 06:00:00,19.13,87.91,46.6,2.28,163.37,63.2,227.23,0
2025-12-10 07:00:00,20.51,86.39,46.14,2.232,163.73,63.21,226.52,0
2025-12-10 08:00:00,22.05,77.69,45.92,2.199,163.49,63.11,225.86,0
2025-12-10 09:00:00,23.3,78.69,45.07,2.153,162.83,63.71,224.19,0
2025-12-10 10:00:00,24.0,76.43,44.33,2.043,164.8,63.61,227.01,0
2025-12-10 11:00:00,24.45,77.79,55.55,2.012,163.03,61.92,227.8,1
2025-12-10 12:00:00,24.36,70.05,66.84,1.936,159.78,63.3,226.35,1
2025-12-10 13:00:00,25.71,63.47,66.62,1.958,159.59,64.31,226.94,0
2025-12-10 14:00:00,24.87,64.96,65.95,1.913,158.47,64.58,226.4,0
2025-12-10 15:00:00,24.19,64.72,65.3,1.984,158.95,64.12,233.09,0
2025-12-10 16:00:00,23.87,60.61,64.51,1.906,157.55,64.07,232.56,0
2025-12-10 17:00:00,22.47,68.8,63.88,2.005,158.6,61.63,234.53,0
2025-12-10 18:00:00,21.87,63.55,63.4,2.076,157.11,60.64,235.64,0
2025-12-10 19:00:00,19.54,70.34,63.13,2.028,155.65,62.27,235.23,0
2025-12-10 20:00:00,19.82,68.77,62.89,2.041,157.14,62.73,236.32,0
2025-12-10 21:00:00,20.48,77.92,62.99,2.008,157.37,60.95,236.78,0
2025-12-10 22:00:00,18.63,76.31,62.87,2.063,155.54,60.24,242.91,0
2025-12-10 23:00:00,18.04,78.65,62.33,2.188,154.2,58.56,242.27,0
2025-12-11 00:00:00,18.32,83.82,62.1,2.267,153.96,57.96,235.39,0
2025-12-11 01:00:00,17.75,82.26,61.74,2.228,152.35,57.93,240.84,0
2025-12-11 02:00:00,17.07,87.97,61.7,2.24,152.33,59.5,239.28,0
2025-12-11 03:00:00,17.99,86.42,61.53,2.335,152.39,60.28,239.28,0
2025-12-11 04:00:00,17.73,86.51,61.67,2.364,151.24,60.06,237.71,0
2025-12-11 05:00:00,19.38,87.41,61.25,2.42,152.96,59.89,236.07,0
2025-12-11 06:00:00,19.51,83.8,60.99,2.451,151.61,59.23,233.22,0
2025-12-11 07:00:00,21.65,84.3,60.47,2.445,154.38,60.3,228.31,0
2025-12-11 08:00:00,21.55,83.35,59.91,2.431,154.42,61.44,226.85,0
2025-12-11 09:00:00,22.17,74.08,58.89,2.349,153.65,60.25,228.54,0
2025-12-11 10:00:00,23.4,79.73,58.43,2.299,155.08,58.75,224.75,0
2025-12-11 11:00:00,24.29,76.19,57.85,2.245,155.53,58.56,226.52,0
2025-12-11 12:00:00,23.54,66.86,57.34,2.228,157.28,58.49,232.75,0
2025-12-11 13:00:00,24.14,64.2,57.01,2.239,153.99,58.83,233.58,0
2025-12-11 14:00:00,24.45,69.58,56.51,2.237,155.36,57.42,230.17,0
2025-12-11 15:00:00,24.97,68.29,55.56,2.254,154.81,56.91,231.42,0
2025-12-11 16:00:00,21.7,67.56,54.84,2.297,155.29,56.99,233.99,0
2025-12-11 17:00:00,23.18,62.81,54.26,2.273,155.51,56.44,237.31,0
2025-12-11 18:00:00,21.64,72.05,53.61,2.319,158.32,57.38,237.66,0
2025-12-11 19:00:00,20.65,67.33,53.35,2.386,155.24,59.2,239.04,0
2025-12-11 20:00:00,19.62,72.1,53.63,2.405,158.53,58.8,240.96,0
2025-12-11 21:00:00,19.0,74.78,53.46,2.365,160.06,59.69,242.17,0
2025-12-11 22:00:00,18.96,80.98,53.38,2.417,160.53,59.44,242.61,0
2025-12-11 23:00:00,17.59,80.16,52.58,2.438,158.13,58.68,240.63,0
2025-12-12 00:00:00,18.78,83.54,52.6,2.465,155.4,58.14,242.73,0
2025-12-12 01:00:00,17.94,84.59,53.26,2.546,154.77,58.95,241.01,0
2025-12-12 02:00:00,17.76,83.53,53.46,2.571,156.32,58.46,247.21,0
2025-12-12 03:00:00,17.85,81.83,53.13,2.647,156.66,58.17,245.0,0
2025-12-12 04:00:00,19.36,88.08,53.61,2.613,158.03,57.25,246.51,0
2025-12-12 05:00:00,20.19,84.09,53.42,2.566,155.68,57.96,242.74,0
2025-12-12 06:00:00,19.28,87.4,53.31,2.616,156.13,58.5,241.16,0
2025-12-12 07:00:00,20.51,85.15,53.03,2.535,158.46,59.91,239.38,0
2025-12-12 08:00:00,22.35,82.81,52.39,2.632,161.33,60.51,235.74,0
2025-12-12 09:00:00,23.41,77.21,51.16,2.686,159.22,60.93,234.27,0
2025-12-12 10:00:00,23.26,79.59,50.84,2.665,158.82,61.48,235.21,0
2025-12-12 11:00:00,23.51,75.34,50.19,2.711,158.45,61.27,234.58,0
2025-12-12 12:00:00,24.44,68.55,49.56,2.722,157.59,61.39,237.58,0
2025-12-12 13:00:00,25.53,74.39,49.07,2.615,159.52,62.25,235.12,0
2025-12-12 14:00:00,24.41,66.95,48.38,2.544,164.91,61.5,236.86,0
2025-12-12 15:00:00,23.15,63.04,47.9,2.544,162.91,63.05,235.29,0
2025-12-12 16:00:00,23.55,64.1,47.71,2.537,163.75,63.59,238.1,0
2025-12-12 17:00:00,23.3,62.6,47.27,2.599,164.34,65.36,239.9,0
2025-12-12 18:00:00,21.83,70.87,46.67,2.596,164.93,64.2,242.19,0
2025-12-12 19:00:00,21.88,71.92,46.43,2.499,167.34,63.08,241.42,0
2025-12-12 20:00:00,20.7,73.35,46.3,2.452,167.91,63.38,244.43,0
2025-12-12 21:00:00,19.21,75.53,45.85,2.486,163.95,63.45,239.8,0
2025-12-12 22:00:00,18.56,80.12,45.71,2.364,161.41,63.0,240.68,0
2025-12-12 23:00:00,16.68,79.24,45.71,2.275,159.63,61.82,240.74,0
2025-12-13 00:00:00,18.47,83.56,45.54,2.254,158.5,61.59,242.54,0
2025-12-13 01:00:00,17.27,82.75,45.21,2.313,158.51,61.8,241.97,0
2025-12-13 02:00:00,17.34,86.14,44.93,2.299,158.38,60.62,239.16,0
2025-12-13 03:00:00,17.58,88.75,56.92,2.327,155.36,60.3,236.23,1
2025-12-13 04:00:00,18.84,80.3,68.39,2.325,152.85,60.69,236.14,1
2025-12-13 05:00:00,18.46,86.08,67.95,2.315,149.52,61.44,235.43,0
2025-12-13 06:00:00,19.41,86.94,67.26,2.275,147.35,61.2,237.55,0
2025-12-13 07:00:00,20.96,84.58,67.07,2.327,149.84,60.5,239.81,0
2025-12-13 08:00:00,21.47,81.37,66.78,2.25,149.96,60.65,239.69,0
2025-12-13 09:00:00,22.98,81.32,66.63,2.239,148.84,60.51,239.52,0
2025-12-13 10:00:00,23.06,75.23,66.53,2.312,146.04,59.23,241.95,0
2025-12-13 11:00:00,25.15,71.1,65.76,2.266,144.97,58.91,240.99,0
2025-12-13 12:00:00,24.87,74.46,65.26,2.175,146.87,58.47,240.18,0
2025-12-13 13:00:00,24.98,71.83,64.57,2.056,148.45,58.6,236.62,0
2025-12-13 14:00:00,23.96,65.98,64.5,2.113,148.66,58.04,238.73,0
2025-12-13 15:00:00,25.72,66.2,64.32,2.17,148.83,57.66,238.32,0
2025-12-13 16:00:00,23.17,68.11,63.81,2.159,146.29,57.63,241.0,0
2025-12-13 17:00:00,22.25,66.48,63.07,2.092,145.64,58.34,237.68,0
2025-12-13 18:00:00,22.4,68.8,61.49,2.098,147.41,58.53,236.32,0
2025-12-13 19:00:00,21.14,70.41,60.86,2.183,146.9,61.03,238.62,0
2025-12-13 20:00:00,19.52,70.7,60.1,2.115,150.55,59.92,239.25,0
2025-12-13 21:00:00,20.79,75.44,59.47,2.192,153.3,60.81,236.08,0
2025-12-13 22:00:00,19.21,74.59,59.83,2.097,152.95,60.77,238.33,0
2025-12-13 23:00:00,17.97,80.83,59.24,2.043,152.95,59.55,234.9,0
2025-12-14 00:00:00,19.3,82.31,58.73,2.068,157.44,59.29,236.98,0
2025-12-14 01:00:00,18.07,83.88,58.25,2.141,159.26,58.01,234.43,0
2025-12-14 02:00:00,17.61,83.41,58.83,2.24,159.62,58.2,237.49,0
2025-12-14 03:00:00,19.57,87.95,58.61,2.304,160.17,58.04,237.65,0
2025-12-14 04:00:00,18.99,88.1,58.71,2.397,160.63,57.54,238.37,0
2025-12-14 05:00:00,19.68,85.53,58.56,2.401,160.77,56.72,238.0,0
2025-12-14 06:00:00,19.82,82.53,57.77,2.357,159.02,57.79,238.07,0
2025-12-14 07:00:00,21.03,80.67,58.03,2.424,158.53,57.78,238.13,0
2025-12-14 08:00:00,21.62,81.86,57.6,2.497,156.2,58.09,239.73,0
2025-12-14 09:00:00,23.76,80.61,57.0,2.539,157.86,58.37,239.34,0
2025-12-14 10:00:00,22.35,81.62,56.97,2.559,157.91,58.57,242.78,0
