Timestamp,Suhu_Udara,Kelembapan_Udara,Kelembapan_Tanah,EC_Tangki,N,P,K,Status_Pompa
2025-12-05 18:00:00,26.98,91.39,90.52,1.7,181.01,61.79,232.57,0
2025-12-05 19:00:00,25.41,86.05,90.33,1.7,183.58,60.4,233.34,0
2025-12-05 20:00:00,23.86,89.2,90.18,1.7,184.89,61.76,234.3,0
2025-12-05 21:00:00,25.27,89.91,89.6,1.7,186.11,61.14,231.47,0
2025-12-05 22:00:00,25.05,92.78,89.58,1.7,186.77,60.33,232.67,0
2025-12-05 23:00:00,24.12,93.83,89.0,1.7,185.81,60.01,234.43,0
2025-12-06 00:00:00,22.83,92.07,88.52,1.7,183.65,59.82,237.24,0
2025-12-06 01:00:00,23.43,93.4,88.0,1.7,182.87,61.36,238.7,0
2025-12-06 02:00:00,25.07,93.94,87.74,1.7,182.91,61.08,238.2,0
2025-12-06 03:00:00,22.25,88.51,87.43,1.7,179.58,63.48,237.62,0
2025-12-06 04:00:00,21.05,90.1,87.23,1.8,178.72,63.49,237.31,0
2025-12-06 05:00:00,21.79,92.0,86.76,1.8,176.69,65.3,237.46,0
2025-12-06 06:00:00,23.21,91.34,92.0,1.7,178.04,66.0,240.5,1
2025-12-06 07:00:00,22.12,88.76,92.0,1.7,176.53,66.21,242.91,0
2025-12-06 08:00:00,24.38,91.61,91.38,1.7,176.66,67.5,244.4,0
2025-12-06 09:00:00,25.46,88.44,90.67,1.7,174.94,68.35,249.0,0
2025-12-06 10:00:00,27.23,86.53,89.91,1.7,177.41,68.73,241.66,0
2025-12-06 11:00:00,27.74,83.07,89.23,1.7,173.86,70.61,240.18,0
2025-12-06 12:00:00,27.83,84.97,92.0,1.7,174.36,69.91,239.89,1
2025-12-06 13:00:00,25.57,80.4,91.14,1.7,171.69,68.77,237.96,0
2025-12-06 14:00:00,27.98,84.54,90.81,1.7,170.5,67.96,235.49,0
2025-12-06 15:00:00,27.64,85.32,92.0,1.7,170.65,69.36,231.17,1
2025-12-06 16:00:00,27.01,86.17,91.91,1.7,170.89,70.44,230.59,0
2025-12-06 17:00:00,25.06,82.81,91.25,1.7,171.06,69.72,233.04,0
2025-12-06 18:00:00,25.38,87.49,90.57,1.7,171.09,67.37,235.08,0
2025-12-06 19:00:00,24.57,85.55,90.24,1.7,169.69,67.02,233.19,0
2025-12-06 20:00:00,23.36,86.95,89.94,1.7,169.21,65.96,233.83,0
2025-12-06 21:00:00,24.43,91.24,89.54,1.7,169.1,65.4,237.29,0
2025-12-06 22:00:00,23.26,94.99,89.41,1.7,169.29,64.34,233.37,0
2025-12-06 23:00:00,25.5,91.51,89.21,1.7,169.0,62.83,233.06,0
2025-12-07 00:00:00,22.83,90.35,88.86,1.7,170.15,64.5,233.87,0
2025-12-07 01:00:00,23.63,93.17,89.03,1.7,170.11,63.81,233.95,0
2025-12-07 02:00:00,21.07,95.29,89.4,1.8,170.27,65.02,236.13,0
2025-12-07 03:00:00,21.73,94.87,89.55,1.8,169.37,64.73,232.33,0
2025-12-07 04:00:00,22.18,99.63,89.52,1.7,167.3,63.63,229.95,0
2025-12-07 05:00:00,21.53,91.76,89.54,1.8,167.49,64.04,231.9,0
2025-12-07 06:00:00,22.37,93.13,92.0,1.7,169.56,63.63,227.8,1
2025-12-07 07:00:00,23.23,94.81,92.0,1.7,170.18,63.39,230.19,0
2025-12-07 08:00:00,24.06,93.23,91.26,1.7,168.5,63.48,231.56,0
2025-12-07 09:00:00,26.64,84.15,90.8,1.7,169.83,62.71,233.59,0
2025-12-07 10:00:00,26.3,86.99,90.41,1.7,169.03,61.23,232.48,0
2025-12-07 11:00:00,27.08,89.1,89.53,1.7,170.15,61.2,233.88,0
2025-12-07 12:00:00,27.57,91.42,92.0,1.7,169.28,62.1,231.01,1
2025-12-07 13:00:00,27.79,86.35,91.74,1.7,169.75,61.28,230.17,0
2025-12-07 14:00:00,27.18,84.09,90.61,1.7,168.63,61.44,230.5,0
2025-12-07 15:00:00,26.82,82.96,92.0,1.7,167.59,62.81,228.48,1
2025-12-07 16:00:00,26.94,90.52,91.36,1.7,164.67,62.71,229.35,0
2025-12-07 17:00:00,27.37,87.86,90.89,1.7,165.61,62.76,226.77,0
2025-12-07 18:00:00,26.9,85.13,89.9,1.7,166.25,62.79,227.86,0
2025-12-07 19:00:00,25.31,87.39,89.65,1.7,166.97,62.15,232.57,0
2025-12-07 20:00:00,25.59,89.42,89.79,1.7,167.38,61.25,229.55,0
2025-12-07 21:00:00,24.27,90.86,89.6,1.7,165.91,60.39,229.77,0
2025-12-07 22:00:00,23.92,88.58,89.68,1.7,167.62,60.77,225.98,0
2025-12-07 23:00:00,23.02,90.05,89.3,1.7,169.3,61.49,224.35,0
2025-12-08 00:00:00,22.81,88.51,88.85,1.7,167.71,62.23,226.64,0
2025-12-08 01:00:00,23.67,95.05,88.9,1.7,168.56,61.88,225.98,0
2025-12-08 02:00:00,22.4,92.47,88.81,1.7,169.99,62.87,228.29,0
2025-12-08 03:00:00,22.27,94.53,88.26,1.7,168.94,63.12,229.51,0
2025-12-08 04:00:00,20.94,96.73,87.82,1.8,168.25,63.15,229.63,0
2025-12-08 05:00:00,22.01,93.82,88.09,1.7,169.09,60.11,227.32,0
2025-12-08 06:00:00,22.52,92.32,92.0,1.7,166.2,59.43,229.42,1
2025-12-08 07:00:00,22.74,91.83,92.0,1.7,164.2,58.14,230.46,0
2025-12-08 08:00:00,24.27,90.1,91.29,1.7,162.45,58.82,226.86,0
2025-12-08 09:00:00,24.81,91.18,90.72,1.7,159.32,59.0,224.86,0
2025-12-08 10:00:00,26.06,87.68,90.23,1.7,161.5,58.12,218.44,0
2025-12-08 11:00:00,26.79,84.63,89.02,1.7,158.06,58.51,215.86,0
2025-12-08 12:00:00,26.38,87.37,92.0,1.7,158.95,57.34,216.03,1
2025-12-08 13:00:00,26.98,87.51,91.44,1.7,160.66,56.54,214.34,0
2025-12-08 14:00:00,27.31,81.95,90.64,1.7,160.3,56.06,213.29,0
2025-12-08 15:00:00,28.02,88.55,92.0,1.5,159.29,56.73,217.86,1
2025-12-08 16:00:00,27.01,86.44,90.94,1.7,159.93,58.14,221.29,0
2025-12-08 17:00:00,25.91,86.88,90.53,1.7,160.14,57.73,220.23,0
2025-12-08 18:00:00,26.32,89.21,89.54,1.7,162.14,59.05,222.96,0
2025-12-08 19:00:00,26.87,86.59,89.22,1.7,157.52,59.18,226.6,0
2025-12-08 20:00:00,25.71,90.84,88.69,1.7,156.17,59.48,228.56,0
2025-12-08 21:00:00,24.87,88.83,89.06,1.7,157.53,59.5,229.63,0
2025-12-08 22:00:00,24.48,87.31,88.45,1.7,157.92,59.39,232.65,0
2025-12-08 23:00:00,24.55,89.2,88.21,1.7,159.56,59.87,234.69,0
2025-12-09 00:00:00,23.82,93.39,87.48,1.7,160.25,60.6,231.67,0
2025-12-09 01:00:00,23.05,90.68,87.76,1.7,160.2,59.84,231.36,0
2025-12-09 02:00:00,23.18,96.76,87.68,1.7,159.84,59.74,230.17,0
2025-12-09 03:00:00,21.29,96.12,87.52,1.8,164.24,61.31,233.29,0
2025-12-09 04:00:00,20.9,96.53,87.76,1.8,167.03,61.49,231.92,0
2025-12-09 05:00:00,22.38,93.61,87.6,1.7,167.84,61.76,230.2,0
2025-12-09 06:00:00,22.76,93.14,92.0,1.7,167.87,62.82,233.0,1
2025-12-09 07:00:00,22.96,88.77,91.84,1.7,168.72,62.34,233.75,0
2025-12-09 08:00:00,24.91,92.15,91.44,1.7,170.06,62.3,239.09,0
2025-12-09 09:00:00,23.66,89.27,90.73,1.7,170.61,63.03,236.73,0
2025-12-09 10:00:00,25.57,88.25,90.09,1.7,169.03,64.11,235.35,0
2025-12-09 11:00:00,26.3,89.54,89.76,1.7,172.09,61.92,238.14,0
2025-12-09 12:00:00,25.83,83.73,92.0,1.7,172.25,61.26,234.78,1
2025-12-09 13:00:00,28.5,84.52,91.37,1.5,175.58,60.38,238.09,0
2025-12-09 14:00:00,26.16,85.61,90.38,1.7,175.49,60.32,234.92,0
2025-12-09 15:00:00,26.6,83.12,92.0,1.7,174.63,59.54,236.45,1
2025-12-09 16:00:00,27.53,85.23,91.22,1.7,176.74,60.21,231.77,0
2025-12-09 17:00:00,26.96,87.34,90.93,1.7,176.81,60.42,232.04,0
2025-12-09 18:00:00,25.11,86.28,90.41,1.7,176.58,61.27,228.77,0
2025-12-09 19:00:00,26.05,90.72,89.81,1.7,173.95,62.15,233.89,0
2025-12-09 20:00:00,25.2,85.42,89.98,1.7,174.79,62.76,231.27,0
2025-12-09 21:00:00,26.29,92.13,89.85,1.7,173.51,62.43,229.39,0
2025-12-09 22:00:00,24.22,92.01,90.04,1.7,172.36,62.51,231.0,0
2025-12-09 23:00:00,23.29,90.15,89.78,1.7,171.18,62.08,229.7,0
2025-12-10 00:00:00,22.28,90.11,89.8,1.7,171.73,60.85,231.72,0
2025-12-10 01:00:00,22.0,88.18,89.07,1.7,168.69,61.74,230.1,0
2025-12-10 02:00:00,21.66,91.47,88.72,1.8,168.17,61.68,228.38,0
2025-12-10 03:00:00,23.25,95.81,88.13,1.7,169.8,60.33,228.64,0
2025-12-10 04:00:00,22.11,93.48,87.82,1.7,167.37,60.87,225.92,0
2025-12-10 05:00:00,22.71,95.89,87.76,1.7,167.59,60.7,227.36,0
2025-12-10 06:00:00,23.92,91.21,92.0,1.7,166.35,58.88,229.94,1
2025-12-10 07:00:00,21.51,92.96,92.0,1.8,165.56,57.74,231.57,0
2025-12-10 08:00:00,25.27,88.39,91.17,1.7,168.52,57.24,233.35,0
2025-12-10 09:00:00,25.2,86.31,90.87,1.7,165.41,57.57,228.62,0
2025-12-10 10:00:00,26.35,86.76,90.68,1.7,166.77,58.41,227.79,0
2025-12-10 11:00:00,26.03,84.37,90.41,1.7,165.84,59.2,227.58,0
2025-12-10 12:00:00,26.54,81.67,92.0,1.7,164.86,59.83,231.59,1
2025-12-10 13:00:00,27.69,84.4,90.77,1.7,162.86,59.86,230.3,0
2025-12-10 14:00:00,29.15,85.13,90.35,1.5,164.3,61.47,224.78,0
2025-12-10 15:00:00,27.88,87.97,92.0,1.7,163.99,62.12,222.79,1
2025-12-10 16:00:00,27.82,87.7,91.12,1.7,163.46,62.32,221.74,0
2025-12-10 17:00:00,26.29,88.94,90.37,1.7,163.72,62.82,217.02,0
2025-12-10 18:00:00,25.52,88.58,90.23,1.7,163.46,62.43,220.34,0
2025-12-10 19:00:00,24.88,88.57,89.68,1.7,159.92,62.37,217.15,0
2025-12-10 20:00:00,24.58,86.04,89.62,1.7,159.24,60.48,219.15,0
2025-12-10 21:00:00,22.79,89.99,89.48,1.7,161.08,60.18,217.21,0
2025-12-10 22:00:00,23.32,91.87,89.17,1.7,158.53,61.82,221.87,0
2025-12-10 23:00:00,22.95,94.61,89.16,1.7,156.82,61.96,221.84,0
2025-12-11 00:00:00,22.82,93.65,89.45,1.7,156.38,62.06,221.3,0
2025-12-11 01:00:00,22.7,95.49,89.16,1.7,155.42,62.95,223.3,0
2025-12-11 02:00:00,22.61,90.95,88.88,1.7,155.75,63.25,221.37,0
2025-12-11 03:00:00,22.14,92.79,88.87,1.7,154.16,62.5,223.49,0
2025-12-11 04:00:00,21.63,94.54,88.94,1.8,153.89,62.51,222.86,0
2025-12-11 05:00:00,20.69,95.89,88.71,1.8,154.25,61.47,221.98,0
2025-12-11 06:00:00,22.25,92.25,92.0,1.7,155.85,61.65,222.41,1
2025-12-11 07:00:00,22.62,91.22,91.13,1.7,158.46,60.91,220.32,0
2025-12-11 08:00:00,24.62,91.48,90.33,1.7,158.25,61.78,220.58,0
2025-12-11 09:00:00,25.88,85.96,89.42,1.7,161.92,61.32,222.15,0
2025-12-11 10:00:00,26.75,90.54,89.04,1.7,161.71,60.6,217.02,0
2025-12-11 11:00:00,27.3,83.9,88.38,1.7,163.33,60.54,220.64,0
2025-12-11 12:00:00,27.04,80.84,92.0,1.7,166.87,60.91,223.4,1
2025-12-11 13:00:00,26.88,84.82,91.42,1.7,167.05,59.86,219.35,0
2025-12-11 14:00:00,26.65,88.63,90.57,1.7,164.5,59.46,215.1,0
2025-12-11 15:00:00,25.87,86.47,92.0,1.7,164.68,59.63,218.2,1
2025-12-11 16:00:00,27.6,87.29,91.8,1.7,163.59,60.9,220.95,0
2025-12-11 17:00:00,26.3,86.35,91.71,1.7,163.15,58.66,223.21,0
2025-12-11 18:00:00,25.0,86.66,91.34,1.7,166.8,59.31,220.23,0
2025-12-11 19:00:00,24.84,84.44,91.13,1.7,164.53,59.05,225.54,0
2025-12-11 20:00:00,24.28,83.77,91.41,1.7,165.09,58.69,224.13,0
2025-12-11 21:00:00,24.46,90.09,91.0,1.7,163.5,58.18,225.27,0
2025-12-11 22:00:00,24.75,93.45,90.53,1.7,163.01,57.97,226.39,0
2025-12-11 23:00:00,23.12,92.16,90.15,1.7,164.43,58.65,230.8,0
2025-12-12 00:00:00,21.16,93.52,90.1,1.8,165.03,58.26,231.32,0
2025-12-12 01:00:00,22.45,96.24,89.67,1.7,164.62,59.87,232.55,0
2025-12-12 02:00:00,22.2,93.94,89.43,1.7,163.47,60.49,232.48,0
2025-12-12 03:00:00,21.98,93.23,88.75,1.8,164.1,60.72,229.61,0
2025-12-12 04:00:00,21.6,91.8,88.69,1.8,167.21,60.61,224.08,0
2025-12-12 05:00:00,22.43,97.78,88.03,1.7,165.5,61.72,224.71,0
2025-12-12 06:00:00,22.76,93.73,92.0,1.7,168.92,62.93,221.7,1
2025-12-12 07:00:00,23.38,89.32,92.0,1.7,170.92,61.86,223.24,0
2025-12-12 08:00:00,24.58,87.39,91.79,1.7,173.15,61.23,224.2,0
2025-12-12 09:00:00,24.81,91.19,91.33,1.7,173.38,61.82,225.05,0
2025-12-12 10:00:00,25.61,84.72,90.84,1.7,175.15,62.67,222.91,0
2025-12-12 11:00:00,27.8,89.91,90.09,1.7,172.93,62.38,226.11,0
2025-12-12 12:00:00,27.59,80.4,92.0,1.7,171.41,61.7,227.74,1
2025-12-12 13:00:00,27.96,87.93,91.3,1.7,172.53,61.78,225.15,0
2025-12-12 14:00:00,28.22,85.97,90.26,1.5,172.76,63.12,230.81,0
2025-12-12 15:00:00,27.5,85.44,92.0,1.7,172.18,63.12,230.49,1
2025-12-12 16:00:00,27.55,85.25,91.43,1.7,167.39,61.95,227.38,0
2025-12-12 17:00:00,25.18,90.42,90.58,1.7,166.51,62.05,225.87,0
2025-12-12 18:00:00,26.16,88.56,90.47,1.7,164.34,62.75,222.55,0
2025-12-12 19:00:00,25.36,85.85,90.44,1.7,165.25,62.64,226.57,0
2025-12-12 20:00:00,26.31,84.96,90.44,1.7,164.9,63.75,229.7,0
2025-12-12 21:00:00,25.17,90.05,90.09,1.7,163.77,64.48,231.81,0
2025-12-12 22:00:00,23.39,90.56,89.88,1.7,168.58,64.35,233.35,0
2025-12-12 23:00:00,23.7,88.06,89.87,1.7,170.3,64.32,236.55,0
2025-12-13 00:00:00,23.09,92.02,89.71,1.7,171.99,62.59,235.87,0
2025-12-13 01:00:00,22.96,91.5,89.99,1.7,175.68,63.66,236.88,0
2025-12-13 02:00:00,21.51,93.24,89.73,1.8,176.69,63.31,234.76,0
2025-12-13 03:00:00,22.44,95.1,89.38,1.7,174.84,62.92,234.39,0
2025-12-13 04:00:00,21.92,96.88,89.37,1.8,172.85,62.39,235.54,0
2025-12-13 05:00:00,22.48,95.33,88.79,1.7,174.27,62.79,227.81,0
2025-12-13 06:00:00,22.13,90.98,92.0,1.7,170.19,61.75,226.62,1
2025-12-13 07:00:00,22.93,92.21,91.41,1.7,169.84,60.87,227.45,0
2025-12-13 08:00:00,25.19,90.1,91.03,1.7,165.74,60.86,227.64,0
2025-12-13 09:00:00,24.31,85.51,90.27,1.7,165.89,60.33,226.87,0
2025-12-13 10:00:00,25.22,87.88,89.84,1.7,167.39,60.68,228.75,0
2025-12-13 11:00:00,26.65,89.91,89.53,1.7,167.8,60.19,227.3,0
2025-12-13 12:00:00,26.53,85.14,92.0,1.7,169.38,61.68,224.63,1
2025-12-13 13:00:00,26.59,81.29,91.06,1.7,172.74,62.31,228.11,0
2025-12-13 14:00:00,27.33,84.96,90.21,1.7,172.17,62.92,231.06,0
2025-12-13 15:00:00,25.87,82.51,92.0,1.7,176.94,62.35,229.76,1
2025-12-13 16:00:00,26.0,87.54,90.86,1.7,176.84,64.5,229.85,0
2025-12-13 17:00:00,28.08,87.41,90.6,1.5,178.08,64.03,232.22,0
2025-12-13 18:00:00,26.37,86.62,90.06,1.7,176.45,63.33,232.47,0
2025-12-13 19:00:00,24.91,87.11,89.51,1.7,178.91,63.92,233.92,0
2025-12-13 20:00:00,25.31,88.27,89.74,1.7,180.23,64.04,235.16,0
2025-12-13 21:00:00,24.88,89.68,89.32,1.7,182.27,63.24,234.36,0
2025-12-13 22:00:00,24.69,88.86,89.19,1.7,181.68,65.18,235.68,0
2025-12-13 23:00:00,23.3,88.35,88.74,1.7,178.75,65.97,233.23,0
2025-12-14 00:00:00,23.74,94.65,87.93,1.7,179.03,65.85,234.31,0
2025-12-14 01:00:00,20.97,91.91,87.32,1.8,175.41,67.9,234.16,0
2025-12-14 02:00:00,21.48,93.59,86.99,1.8,174.39,68.45,233.3,0
2025-12-14 03:00:00,22.29,94.13,87.05,1.7,174.36,68.24,230.26,0
2025-12-14 04:00:00,22.36,94.31,86.96,1.7,178.26,70.11,230.83,0
2025-12-14 05:00:00,21.53,90.75,86.8,1.8,178.31,70.46,231.14,0
2025-12-14 06:00:00,22.92,88.88,92.0,1.7,178.03,70.76,229.23,1
2025-12-14 07:00:00,22.9,90.1,92.0,1.7,177.39,70.15,225.53,0
2025-12-14 08:00:00,24.03,90.83,91.5,1.7,174.48,69.95,221.89,0
2025-12-14 09:00:00,25.97,86.83,90.89,1.7,174.25,69.34,221.91,0
