Timestamp,Suhu_Udara,Kelembapan_Udara,Kelembapan_Tanah,EC_Tangki,N,P,K,Status_Pompa,Fase
2025-12-02 21:00:00,25.78,80.3,89.49,1.6,165.96,66.43,246.8,0,0
2025-12-02 22:00:00,25.48,85.0,89.57,1.6,165.1,66.92,247.58,0,0
2025-12-02 23:00:00,26.35,85.0,89.71,1.6,166.52,67.35,247.94,0,0
2025-12-03 00:00:00,25.27,85.0,89.16,1.6,166.91,67.34,249.74,0,0
2025-12-03 01:00:00,23.01,80.69,88.59,1.6,165.21,67.29,250.3,0,0
2025-12-03 02:00:00,24.62,84.22,88.45,1.6,167.55,67.78,251.68,0,0
2025-12-03 03:00:00,23.81,80.3,88.44,1.6,164.39,66.83,251.25,0,0
2025-12-03 04:00:00,23.49,85.0,88.14,1.6,165.83,68.21,249.8,0,0
2025-12-03 05:00:00,24.81,82.6,88.14,1.6,163.52,66.18,247.69,0,0
2025-12-03 06:00:00,25.64,85.0,92.0,1.6,166.97,67.37,245.39,1,0
2025-12-03 07:00:00,26.24,85.0,91.16,1.6,164.11,67.17,240.86,0,0
2025-12-03 08:00:00,25.49,82.94,90.46,1.6,166.22,67.91,238.28,0,0
2025-12-03 09:00:00,26.87,82.39,89.89,1.6,166.02,68.06,235.77,0,0
2025-12-03 10:00:00,28.3,85.0,89.22,1.6,165.32,68.19,234.46,0,0
2025-12-03 11:00:00,29.57,82.97,88.27,1.6,165.64,68.51,238.39,0,0
2025-12-03 12:00:00,28.71,85.0,92.0,1.6,166.76,69.04,237.83,1,0
2025-12-03 13:00:00,29.13,83.74,91.25,1.6,165.06,68.53,238.29,0,0
2025-12-03 14:00:00,28.25,80.88,90.93,1.6,163.59,69.27,238.81,0,0
2025-12-03 15:00:00,28.0,80.3,92.0,1.6,164.81,68.07,242.59,1,0
2025-12-03 16:00:00,29.53,85.0,91.76,1.6,161.75,67.89,240.77,0,0
2025-12-03 17:00:00,29.66,83.6,90.91,1.6,160.83,68.46,239.93,0,0
2025-12-03 18:00:00,27.94,83.63,89.98,1.6,166.47,69.16,239.41,0,0
2025-12-03 19:00:00,28.41,85.0,89.91,1.6,164.67,69.36,242.03,0,0
2025-12-03 20:00:00,27.3,85.0,89.89,1.6,166.74,68.79,245.04,0,0
2025-12-03 21:00:00,25.85,84.31,89.8,1.6,165.62,69.39,245.73,0,0
2025-12-03 22:00:00,26.22,84.18,88.98,1.6,166.51,68.57,248.27,0,0
2025-12-03 23:00:00,26.78,85.0,88.51,1.6,167.63,69.95,248.05,0,0
2025-12-04 00:00:00,24.93,81.98,88.3,1.6,169.56,69.63,246.97,0,0
2025-12-04 01:00:00,26.0,85.0,88.23,1.6,169.01,68.02,249.32,0,0
2025-12-04 02:00:00,21.97,85.0,88.26,1.6,172.43,66.76,249.82,0,0
2025-12-04 03:00:00,24.9,85.0,88.1,1.6,171.07,66.66,247.24,0,0
2025-12-04 04:00:00,24.18,80.74,87.99,1.6,171.25,66.64,249.12,0,0
2025-12-04 05:00:00,23.99,83.32,87.81,1.6,171.44,68.28,247.9,0,0
2025-12-04 06:00:00,24.79,83.04,92.0,1.6,169.17,67.15,246.42,1,0
2025-12-04 07:00:00,23.61,85.0,91.89,1.6,168.49,67.04,248.08,0,0
2025-12-04 08:00:00,26.05,85.0,91.33,1.6,168.64,65.93,247.21,0,0
2025-12-04 09:00:00,27.47,85.0,90.67,1.6,167.71,65.37,247.57,0,0
2025-12-04 10:00:00,29.33,83.76,90.09,1.6,172.0,66.78,248.6,0,0
2025-12-04 11:00:00,28.23,83.73,89.65,1.6,170.21,65.62,245.96,0,0
2025-12-04 12:00:00,28.42,85.0,92.0,1.6,172.12,66.04,246.37,1,0
2025-12-04 13:00:00,28.85,85.0,91.52,1.6,173.38,66.27,249.18,0,0
2025-12-04 14:00:00,30.07,85.0,91.32,1.6,173.02,66.12,246.08,0,0
2025-12-04 15:00:00,29.37,85.0,92.0,1.6,171.14,66.46,246.65,1,0
2025-12-04 16:00:00,28.33,82.27,91.21,1.6,169.51,65.29,243.99,0,0
2025-12-04 17:00:00,28.9,81.9,90.88,1.6,168.4,66.68,246.1,0,0
2025-12-04 18:00:00,28.09,81.44,89.88,1.6,165.05,68.27,248.07,0,0
2025-12-04 19:00:00,28.38,85.0,89.34,1.6,163.24,68.12,246.53,0,0
2025-12-04 20:00:00,26.34,85.0,89.23,1.6,160.64,70.12,251.48,0,0
2025-12-04 21:00:00,26.13,85.0,89.18,1.6,163.24,69.52,253.42,0,0
2025-12-04 22:00:00,25.54,85.0,88.6,1.6,164.42,69.65,254.27,0,0
2025-12-04 23:00:00,24.08,85.0,88.28,1.6,165.86,70.71,254.93,0,0
2025-12-05 00:00:00,25.23,83.69,87.89,1.6,166.89,70.04,256.4,0,0
2025-12-05 01:00:00,24.83,82.44,87.53,1.6,167.11,68.55,252.84,0,0
2025-12-05 02:00:00,24.33,85.0,87.61,1.6,169.66,66.91,252.43,0,0
2025-12-05 03:00:00,23.95,85.0,87.62,1.6,168.37,68.61,252.52,0,0
2025-12-05 04:00:00,22.83,85.0,87.41,1.6,168.43,67.94,250.64,0,0
2025-12-05 05:00:00,23.88,85.0,87.04,1.6,169.64,67.59,251.02,0,0
2025-12-05 06:00:00,24.4,85.0,92.0,1.6,167.07,66.43,253.3,1,0
2025-12-05 07:00:00,24.68,85.0,92.0,1.6,172.56,67.15,251.33,0,0
2025-12-05 08:00:00,26.1,85.0,91.6,1.6,172.31,66.29,250.38,0,0
2025-12-05 09:00:00,27.52,85.0,90.8,1.6,172.28,65.72,247.56,0,0
2025-12-05 10:00:00,29.7,85.0,90.42,1.6,174.25,65.88,242.46,0,0
2025-12-05 11:00:00,28.85,85.0,89.8,1.6,175.52,64.8,244.04,0,0
2025-12-05 12:00:00,29.37,83.79,92.0,1.6,175.17,64.56,243.52,1,0
2025-12-05 13:00:00,29.23,85.0,91.53,1.6,175.0,65.74,243.21,0,0
2025-12-05 14:00:00,27.52,81.73,90.72,1.6,171.89,66.02,240.34,0,0
2025-12-05 15:00:00,29.05,85.0,92.0,1.6,170.61,66.01,239.6,1,0
2025-12-05 16:00:00,28.86,82.19,91.44,1.6,171.32,66.09,242.12,0,0
2025-12-05 17:00:00,30.66,85.0,90.68,1.6,171.87,65.61,241.76,0,0
2025-12-05 18:00:00,27.83,82.99,90.3,1.6,173.79,67.3,241.5,0,0
2025-12-05 19:00:00,27.77,85.0,90.64,1.6,173.22,66.41,241.69,0,0
2025-12-05 20:00:00,26.94,84.81,90.21,1.6,170.4,66.47,238.27,0,0
2025-12-05 21:00:00,25.38,81.4,89.5,1.6,172.08,66.44,239.66,0,0
2025-12-05 22:00:00,26.93,85.0,88.69,1.6,174.38,67.21,236.29,0,0
2025-12-05 23:00:00,26.08,83.68,88.43,1.6,175.63,68.05,233.88,0,0
2025-12-06 00:00:00,25.67,85.0,88.02,1.6,174.91,67.84,231.31,0,0
2025-12-06 01:00:00,23.78,84.98,87.88,1.6,176.39,67.93,231.06,0,0
2025-12-06 02:00:00,25.59,85.0,87.71,1.6,182.11,68.04,230.37,0,0
2025-12-06 03:00:00,22.9,82.89,87.03,1.6,181.63,65.82,230.6,0,0
2025-12-06 04:00:00,24.63,83.7,86.28,1.6,178.6,64.27,228.56,0,0
2025-12-06 05:00:00,26.23,83.98,86.16,1.6,177.0,63.66,231.4,0,0
2025-12-06 06:00:00,23.82,85.0,92.0,1.6,177.65,63.1,233.66,1,0
2025-12-06 07:00:00,24.89,85.0,91.67,1.6,174.25,61.99,233.29,0,0
2025-12-06 08:00:00,26.34,83.15,90.59,1.6,174.19,62.67,232.18,0,0
2025-12-06 09:00:00,26.7,85.0,90.15,1.6,174.51,62.65,230.88,0,0
2025-12-06 10:00:00,26.6,80.3,89.95,1.6,176.89,62.44,230.31,0,0
2025-12-06 11:00:00,28.75,82.2,89.44,1.6,178.77,61.29,227.04,0,0
2025-12-06 12:00:00,28.19,82.7,92.0,1.6,179.78,61.27,225.04,1,0
2025-12-06 13:00:00,29.73,81.82,91.41,1.6,175.29,58.93,227.69,0,0
2025-12-06 14:00:00,28.42,81.32,90.41,1.6,176.54,58.88,228.81,0,0
2025-12-06 15:00:00,30.47,85.0,92.0,1.6,177.35,59.03,233.2,1,0
2025-12-06 16:00:00,28.1,84.35,91.43,1.6,177.31,59.33,232.54,0,0
2025-12-06 17:00:00,28.15,85.0,90.31,1.6,173.71,58.01,231.76,0,0
2025-12-06 18:00:00,28.73,85.0,89.63,1.6,171.96,58.33,230.91,0,0
2025-12-06 19:00:00,26.4,85.0,89.56,1.6,169.58,57.5,230.31,0,0
2025-12-06 20:00:00,27.18,85.0,89.24,1.6,165.77,56.91,228.9,0,0
2025-12-06 21:00:00,27.6,84.76,88.95,1.6,165.74,57.7,229.88,0,0
2025-12-06 22:00:00,24.45,82.32,88.38,1.6,164.27,59.65,230.21,0,0
2025-12-06 23:00:00,25.57,85.0,88.34,1.6,169.03,59.76,229.17,0,0
2025-12-07 00:00:00,25.19,83.67,87.93,1.6,168.56,59.09,232.59,0,0
2025-12-07 01:00:00,25.3,82.92,87.08,1.6,170.75,59.35,237.45,0,0
2025-12-07 02:00:00,23.21,84.6,86.77,1.6,167.69,60.28,240.25,0,0
2025-12-07 03:00:00,22.97,82.99,86.86,1.6,166.63,60.89,241.38,0,0
2025-12-07 04:00:00,24.57,84.08,86.54,1.6,166.74,63.39,242.97,0,0
2025-12-07 05:00:00,24.52,85.0,86.85,1.6,165.04,62.7,247.21,0,0
2025-12-07 06:00:00,24.93,85.0,92.0,1.6,164.27,62.91,248.5,1,0
2025-12-07 07:00:00,25.71,82.97,91.89,1.6,163.91,64.28,246.36,0,0
2025-12-07 08:00:00,25.64,83.84,91.28,1.6,163.53,65.55,246.77,0,0
2025-12-07 09:00:00,27.36,85.0,90.67,1.6,166.93,63.68,247.75,0,0
2025-12-07 10:00:00,28.26,85.0,90.0,1.6,167.53,63.63,244.63,0,0
2025-12-07 11:00:00,28.05,85.0,89.32,1.6,168.3,64.92,243.43,0,0
2025-12-07 12:00:00,30.82,85.0,92.0,1.6,169.14,67.43,245.76,1,0
2025-12-07 13:00:00,29.73,85.0,91.12,1.6,170.07,67.9,240.67,0,0
2025-12-07 14:00:00,28.17,81.75,90.2,1.6,169.72,67.39,237.26,0,0
2025-12-07 15:00:00,29.67,85.0,92.0,1.6,168.96,66.32,236.7,1,0
2025-12-07 16:00:00,27.93,84.7,92.0,1.6,169.1,68.19,237.5,0,0
2025-12-07 17:00:00,29.15,83.62,91.56,1.6,171.02,68.66,233.98,0,0
2025-12-07 18:00:00,29.04,85.0,91.06,1.6,172.8,67.7,233.72,0,0
2025-12-07 19:00:00,26.76,85.0,90.53,1.6,172.06,67.34,236.66,0,0
2025-12-07 20:00:00,27.84,85.0,90.5,1.6,173.16,67.46,236.75,0,0
2025-12-07 21:00:00,26.8,82.98,90.25,1.6,172.48,67.79,239.01,0,0
2025-12-07 22:00:00,26.64,85.0,90.11,1.6,172.24,66.81,237.33,0,0
2025-12-07 23:00:00,27.11,83.55,89.6,1.6,171.1,66.11,235.19,0,0
2025-12-08 00:00:00,24.74,85.0,89.44,1.6,170.53,64.5,237.3,0,0
2025-12-08 01:00:00,23.92,84.31,89.11,1.6,172.72,65.36,238.11,0,0
2025-12-08 02:00:00,23.52,84.51,88.68,1.6,172.58,64.95,234.99,0,0
2025-12-08 03:00:00,23.42,85.0,88.7,1.6,172.52,65.28,232.99,0,0
2025-12-08 04:00:00,24.03,82.71,88.03,1.6,169.61,66.46,237.0,0,0
2025-12-08 05:00:00,24.56,85.0,87.99,1.6,168.87,66.53,234.59,0,0
2025-12-08 06:00:00,24.96,80.97,92.0,1.6,168.28,66.29,236.95,1,0
2025-12-08 07:00:00,26.14,83.64,91.53,1.6,166.66,66.34,235.65,0,0
2025-12-08 08:00:00,26.26,85.0,90.7,1.6,166.63,66.26,235.61,0,0
2025-12-08 09:00:00,28.46,85.0,90.04,1.6,165.79,67.26,236.32,0,0
2025-12-08 10:00:00,27.76,84.63,89.54,1.6,165.91,67.38,231.0,0,0
2025-12-08 11:00:00,31.14,84.7,88.88,1.6,166.09,66.73,227.54,0,0
2025-12-08 12:00:00,29.71,85.0,92.0,1.6,164.33,67.53,228.13,1,0
2025-12-08 13:00:00,28.53,84.29,91.94,1.6,163.63,68.47,226.67,0,0
2025-12-08 14:00:00,28.28,85.0,91.19,1.6,163.83,67.07,229.57,0,0
2025-12-08 15:00:00,29.51,85.0,92.0,1.6,166.01,68.3,225.83,1,0
2025-12-08 16:00:00,28.6,85.0,91.65,1.6,166.43,68.44,227.7,0,0
2025-12-08 17:00:00,29.08,82.71,91.56,1.6,165.18,68.5,224.63,0,0
2025-12-08 18:00:00,28.43,84.68,91.09,1.6,165.89,69.21,224.26,0,0
2025-12-08 19:00:00,27.44,84.21,90.55,1.6,168.93,68.48,222.14,0,0
2025-12-08 20:00:00,26.21,82.68,90.3,1.6,170.42,69.15,227.54,0,0
2025-12-08 21:00:00,25.06,85.0,89.76,1.6,171.19,68.59,224.56,0,0
2025-12-08 22:00:00,25.49,83.75,89.74,1.6,172.25,67.07,224.78,0,0
2025-12-08 23:00:00,26.17,85.0,89.13,1.6,174.55,66.02,220.97,0,0
2025-12-09 00:00:00,25.15,82.61,88.83,1.6,176.11,66.41,225.67,0,0
2025-12-09 01:00:00,23.48,85.0,88.32,1.6,176.68,65.43,227.14,0,0
2025-12-09 02:00:00,24.48,83.02,88.16,1.6,178.14,66.77,227.88,0,0
2025-12-09 03:00:00,24.5,85.0,87.84,1.6,175.67,67.7,231.92,0,0
2025-12-09 04:00:00,23.3,85.0,87.69,1.6,172.53,68.73,232.44,0,0
2025-12-09 05:00:00,24.4,83.74,87.49,1.6,172.52,68.64,233.12,0,0
2025-12-09 06:00:00,24.76,85.0,92.0,1.6,172.34,68.67,233.54,1,0
2025-12-09 07:00:00,24.37,82.25,91.98,1.6,171.07,67.4,235.03,0,0
2025-12-09 08:00:00,26.57,85.0,91.39,1.6,172.31,68.13,233.79,0,0
2025-12-09 09:00:00,27.66,84.91,90.5,1.6,168.66,68.29,233.32,0,0
2025-12-09 10:00:00,28.97,83.54,90.58,1.6,167.56,68.61,235.43,0,0
2025-12-09 11:00:00,29.64,84.17,90.12,1.6,166.58,69.93,236.1,0,0
2025-12-09 12:00:00,27.9,85.0,92.0,1.6,163.57,69.15,235.76,1,0
2025-12-09 13:00:00,28.46,83.51,91.83,1.6,166.32,68.82,232.22,0,0
2025-12-09 14:00:00,29.71,83.15,91.78,1.6,163.82,68.91,236.1,0,0
2025-12-09 15:00:00,29.54,84.32,92.0,1.6,162.81,67.86,234.39,1,0
2025-12-09 16:00:00,29.27,82.23,91.51,1.6,164.53,67.52,236.89,0,0
2025-12-09 17:00:00,31.9,85.0,90.59,1.6,165.71,67.79,237.24,0,0
2025-12-09 18:00:00,28.51,83.6,89.96,1.6,163.69,67.33,233.89,0,0
2025-12-09 19:00:00,28.53,85.0,89.68,1.6,164.97,68.35,237.08,0,0
2025-12-09 20:00:00,27.83,85.0,89.52,1.6,165.49,66.8,237.61,0,0
2025-12-09 21:00:00,27.01,82.74,89.41,1.6,169.67,67.66,240.82,0,0
2025-12-09 22:00:00,25.61,84.92,89.37,1.6,170.21,68.09,240.07,0,0
2025-12-09 23:00:00,26.08,85.0,89.23,1.6,169.75,67.39,241.58,0,0
2025-12-10 00:00:00,24.26,84.55,88.66,1.6,168.02,66.4,236.84,0,0
2025-12-10 01:00:00,24.38,85.0,88.18,1.6,166.56,64.4,235.5,0,0
2025-12-10 02:00:00,23.89,85.0,87.81,1.6,165.01,63.61,232.29,0,0
2025-12-10 03:00:00,24.23,85.0,87.52,1.6,167.48,64.5,231.49,0,0
2025-12-10 04:00:00,26.18,83.99,87.62,1.6,167.41,64.38,232.85,0,0
2025-12-10 05:00:00,22.58,82.62,87.07,1.6,168.33,65.35,231.44,0,0
2025-12-10 06:00:00,25.33,83.63,92.0,1.6,170.92,64.69,233.78,1,0
2025-12-10 07:00:00,23.95,85.0,92.0,1.6,166.44,65.25,231.7,0,0
2025-12-10 08:00:00,25.82,85.0,91.33,1.6,168.69,64.51,234.08,0,0
2025-12-10 09:00:00,28.13,80.3,90.88,1.6,168.64,63.56,237.4,0,0
2025-12-10 10:00:00,28.06,84.83,90.25,1.6,169.28,63.42,239.81,0,0
2025-12-10 11:00:00,27.72,85.0,89.74,1.6,167.61,62.78,238.71,0,0
2025-12-10 12:00:00,28.5,84.2,92.0,1.6,166.15,61.37,233.21,1,0
2025-12-10 13:00:00,29.91,85.0,91.6,1.6,166.98,61.22,234.76,0,0
2025-12-10 14:00:00,28.59,85.0,90.54,1.6,171.2,61.34,234.46,0,0
2025-12-10 15:00:00,29.27,85.0,92.0,1.6,172.75,62.5,232.04,1,0
2025-12-10 16:00:00,28.84,84.34,91.49,1.6,174.72,63.33,230.79,0,0
2025-12-10 17:00:00,27.85,85.0,91.07,1.6,173.99,64.39,234.59,0,0
2025-12-10 18:00:00,29.93,85.0,90.91,1.6,172.55,64.96,231.77,0,0
2025-12-10 19:00:00,28.07,85.0,90.58,1.6,170.84,65.17,233.1,0,0
2025-12-10 20:00:00,25.15,82.49,90.82,1.6,169.73,63.97,233.74,0,0
2025-12-10 21:00:00,26.6,84.35,90.41,1.6,165.84,64.05,232.91,0,0
2025-12-10 22:00:00,25.3,84.17,90.6,1.6,164.51,64.52,234.63,0,0
2025-12-10 23:00:00,26.17,85.0,90.63,1.6,163.52,65.76,238.72,0,0
2025-12-11 00:00:00,24.25,85.0,90.15,1.6,163.26,66.27,237.8,0,0
2025-12-11 01:00:00,24.49,83.14,90.04,1.6,163.57,67.25,237.05,0,0
2025-12-11 02:00:00,24.78,85.0,89.82,1.6,164.28,66.17,238.5,0,0
2025-12-11 03:00:00,24.94,80.55,89.8,1.6,164.28,65.75,240.62,0,0
2025-12-11 04:00:00,23.02,85.0,89.53,1.6,163.26,66.02,240.02,0,0
2025-12-11 05:00:00,23.96,83.87,89.23,1.6,159.8,66.95,239.01,0,0
2025-12-11 06:00:00,24.28,85.0,92.0,1.6,158.97,66.67,233.26,1,0
2025-12-11 07:00:00,24.81,84.27,91.76,1.6,157.46,66.45,231.41,0,0
2025-12-11 08:00:00,27.84,85.0,91.42,1.6,158.6,66.94,228.74,0,0
2025-12-11 09:00:00,27.52,80.3,90.77,1.6,160.49,65.78,230.76,0,0
2025-12-11 10:00:00,26.87,84.81,90.69,1.6,162.36,67.11,230.36,0,0
2025-12-11 11:00:00,29.52,84.59,89.88,1.6,163.83,66.17,229.89,0,0
2025-12-11 12:00:00,31.05,83.81,92.0,1.6,163.64,64.31,230.12,1,0
2025-12-11 13:00:00,30.23,85.0,91.85,1.6,162.75,64.25,228.19,0,0
2025-12-11 14:00:00,27.88,82.85,91.13,1.6,161.5,65.71,232.41,0,0
2025-12-11 15:00:00,28.64,85.0,92.0,1.6,158.92,66.13,235.79,1,0
2025-12-11 16:00:00,29.94,85.0,91.67,1.6,160.95,66.68,239.79,0,0
2025-12-11 17:00:00,27.8,85.0,91.03,1.6,160.8,66.58,241.26,0,0
2025-12-11 18:00:00,28.4,83.38,89.89,1.6,158.72,66.31,240.88,0,0
2025-12-11 19:00:00,28.2,83.26,89.67,1.6,157.49,64.79,244.62,0,0
2025-12-11 20:00:00,26.14,85.0,89.49,1.6,156.23,62.67,242.44,0,0
2025-12-11 21:00:00,26.37,85.0,89.63,1.6,156.66,62.83,239.89,0,0
2025-12-11 22:00:00,22.98,81.53,89.91,1.6,158.91,63.98,238.14,0,0
2025-12-11 23:00:00,24.48,83.76,89.5,1.6,158.53,64.23,239.29,0,0
2025-12-12 00:00:00,24.73,85.0,89.53,1.6,154.73,64.73,237.17,0,0
2025-12-12 01:00:00,23.47,85.0,89.56,1.6,154.8,66.07,236.67,0,0
2025-12-12 02:00:00,25.79,83.5,89.67,1.6,154.93,66.24,232.58,0,0
2025-12-12 03:00:00,22.87,80.3,89.62,1.6,154.93,66.01,233.91,0,0
2025-12-12 04:00:00,23.7,85.0,88.83,1.6,154.2,65.15,230.17,0,0
2025-12-12 05:00:00,24.37,82.31,88.58,1.6,155.02,66.87,228.08,0,0
2025-12-12 06:00:00,26.01,80.54,92.0,1.6,155.54,67.2,231.47,1,0
2025-12-12 07:00:00,24.11,80.3,91.73,1.6,155.88,66.2,234.6,0,0
2025-12-12 08:00:00,27.3,85.0,91.44,1.6,156.98,65.02,235.55,0,0
2025-12-12 09:00:00,27.16,85.0,90.95,1.6,156.53,66.05,236.21,0,0
2025-12-12 10:00:00,27.12,84.35,90.71,1.6,155.99,65.0,234.83,0,0
2025-12-12 11:00:00,29.11,85.0,90.22,1.6,158.84,66.58,232.9,0,0
2025-12-12 12:00:00,29.32,85.0,92.0,1.6,160.09,63.96,232.1,1,0
2025-12-12 13:00:00,28.76,85.0,90.65,1.6,161.78,65.18,228.46,0,0
2025-12-12 14:00:00,29.31,81.74,90.1,1.6,164.11,65.52,229.42,0,0
2025-12-12 15:00:00,28.73,84.73,92.0,1.6,165.09,65.52,229.82,1,0
2025-12-12 16:00:00,28.91,81.26,91.11,1.6,166.76,65.26,227.75,0,0
2025-12-12 17:00:00,29.04,84.33,90.0,1.6,163.85,66.86,232.03,0,0
2025-12-12 18:00:00,29.43,84.3,89.19,1.6,164.26,67.36,233.7,0,0
2025-12-12 19:00:00,26.39,85.0,88.92,1.6,163.96,66.38,235.49,0,0
2025-12-12 20:00:00,28.89,84.99,88.9,1.6,167.02,64.7,234.25,0,0
2025-12-12 21:00:00,24.67,85.0,88.75,1.6,168.61,64.78,234.28,0,0
2025-12-12 22:00:00,25.76,85.0,89.02,1.6,167.33,64.7,235.89,0,0
2025-12-12 23:00:00,25.93,85.0,88.5,1.6,167.91,63.25,236.22,0,0
2025-12-13 00:00:00,25.21,84.27,88.56,1.6,168.1,63.16,240.17,0,0
2025-12-13 01:00:00,24.04,82.91,88.37,1.6,168.79,62.61,239.4,0,0
2025-12-13 02:00:00,24.14,85.0,88.37,1.6,166.8,62.6,237.92,0,0
2025-12-13 03:00:00,23.71,83.23,88.04,1.6,167.38,63.24,239.36,0,0
2025-12-13 04:00:00,23.57,85.0,88.15,1.6,166.87,64.54,235.98,0,0
2025-12-13 05:00:00,25.02,84.37,88.04,1.6,167.31,65.28,238.24,0,0
2025-12-13 06:00:00,25.03,83.73,92.0,1.6,165.91,64.54,234.83,1,0
2025-12-13 07:00:00,24.78,83.91,91.79,1.6,164.82,64.79,236.43,0,0
2025-12-13 08:00:00,27.06,85.0,91.13,1.6,166.94,64.76,234.74,0,0
2025-12-13 09:00:00,27.43,84.54,90.7,1.6,164.97,63.48,235.94,0,0
2025-12-13 10:00:00,28.73,83.44,89.75,1.6,163.21,63.8,238.17,0,0
2025-12-13 11:00:00,29.26,85.0,89.14,1.6,163.19,65.41,238.39,0,0
2025-12-13 12:00:00,28.4,82.92,92.0,1.6,161.87,65.34,235.22,1,0
2025-12-13 13:00:00,28.8,84.88,91.42,1.6,160.41,63.81,232.97,0,0
2025-12-13 14:00:00,29.92,85.0,91.22,1.6,160.78,63.78,231.25,0,0
2025-12-13 15:00:00,29.62,81.22,92.0,1.6,158.24,62.63,226.7,1,0
2025-12-13 16:00:00,28.78,85.0,91.4,1.6,156.7,63.39,229.93,0,0
2025-12-13 17:00:00,28.55,82.51,90.87,1.6,160.72,63.82,230.46,0,0
2025-12-13 18:00:00,29.15,85.0,90.37,1.6,161.72,63.61,227.85,0,0
2025-12-13 19:00:00,26.97,82.75,90.28,1.6,160.51,63.27,231.85,0,0
